City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,camenca,48.0319,28.6978,277.51,73,88,2.54,MD,1704219706
271,sosnovo-ozerskoye,52.5249,111.5418,253.73,98,90,1.56,RU,1704219707
272,conduaga,8.862,117.4893,299.66,82,8,0.51,PH,1704219707
273,kavaratti,10.5669,72.642,300.59,75,70,1.66,IN,1704219707
274,ciudad fernandez,21.95,-100.0,292.26,57,100,1.09,MX,1704219707
275,saint-philippe,-21.3585,55.7679,298.92,82,100,6.16,RE,1704219707
276,mirnyy,62.5353,113.9611,238.28,66,99,0.89,RU,1704219707
277,moussoro,13.6408,16.4901,299.73,11,50,4.83,TD,1704219707
278,dighwara,25.7333,85.0,288.19,94,100,0.0,IN,1704219708
279,necochea,-38.5473,-58.7368,298.41,46,75,7.4,AR,1704219708
280,tofol,5.3248,163.0078,301.49,77,66,8.58,FM,1704219708
281,inverurie,57.2845,-2.3774,280.1,94,100,3.09,GB,1704219708
282,kupang,-10.1667,123.5833,300.47,94,75,1.03,ID,1704219708
283,amahai,-3.3333,128.9167,299.65,85,99,2.39,ID,1704219708
284,ilhabela,-23.7781,-45.3581,299.16,77,97,3.94,BR,1704219709
285,selkirk,50.1436,-96.8845,272.19,86,76,3.76,CA,1704219709
286,zag,46.9441,99.165,249.68,87,66,1.38,MN,1704219709
287,balangir,20.7167,83.4833,290.28,62,0,0.79,IN,1704219709
288,bedele,8.456,36.353,289.4,57,52,1.59,ET,1704219709
289,xuanzhou,30.9525,118.7553,277.24,94,100,3.73,CN,1704219709
290,rio pardo,-29.9897,-52.3781,305.71,46,37,1.05,BR,1704219709
291,sarmanovo,55.2553,52.5891,248.53,98,100,3.81,RU,1704219710
292,muisne,0.6,-80.0333,298.91,87,100,4.79,EC,1704219710
293,regina,50.4501,-104.6178,267.21,90,100,4.12,CA,1704219443
294,lamar,33.6668,-95.5836,279.81,72,0,2.57,US,1704219710
295,howrah,22.5892,88.3103,287.15,82,0,2.06,IN,1704219710
296,yavatmal,20.4,78.1333,293.24,46,0,2.48,IN,1704219710
297,guerrero negro,27.9769,-114.0611,290.69,55,1,1.51,MX,1704219710
298,playa del ingles,27.7567,-15.5787,294.01,72,0,2.04,ES,1704219710
299,masterton,-40.9597,175.6575,287.53,85,100,0.45,NZ,1704219711
300,newman,37.3138,-121.0208,282.34,82,100,3.65,US,1704219711
301,cedeira,43.6797,-8.0209,287.25,53,100,11.1,ES,1704219711
302,puerto baquerizo moreno,-0.9,-89.6,302.7,74,20,6.17,EC,1704219711
303,hilo,19.7297,-155.09,292.64,99,100,5.66,US,1704219441
304,xuchang,34.0167,113.8167,277.98,47,0,3.49,CN,1704219711
305,vangaindrano,-23.35,47.6,297.34,92,100,6.32,MG,1704219711
306,tarfaya,27.9358,-12.9218,292.46,69,0,4.72,MA,1704219712
307,fougamou,-1.2154,10.5838,298.09,91,100,1.11,GA,1704219712
308,punta arenas,-53.15,-70.9167,290.16,31,40,11.32,CL,1704219712
309,mili,6.0815,171.735,300.97,79,16,9.42,MH,1704219712
310,skovorodino,53.9833,123.9167,254.43,99,100,1.39,RU,1704219712
311,artsyz,45.9919,29.4182,278.07,91,46,4.99,UA,1704219712
312,enshi,30.3,109.4833,280.64,93,50,0.41,CN,1704219712
313,montevallo,33.1007,-86.8642,284.09,52,0,1.54,US,1704219713
314,al jawf,29.5,38.75,286.32,62,0,2.78,SA,1704219713
315,ballina,-28.8667,153.5667,292.47,85,94,4.37,AU,1704219713
316,ngara,-2.5122,30.6558,288.22,95,99,1.63,TZ,1704219713
317,machico,32.7,-16.7667,294.82,88,40,6.69,PT,1704219713
318,faya-largeau,17.9257,19.1043,295.9,15,40,5.32,TD,1704219713
319,khandyga,62.6667,135.6,241.63,96,100,0.98,RU,1704219713
320,nar'yan-mar,67.6713,53.087,258.42,94,100,7.33,RU,1704219714
321,martinsville,36.6915,-79.8725,282.25,40,0,3.6,US,1704219507
322,turkmenbasy,40.0222,52.9552,280.58,70,0,2.06,TM,1704219714
323,raja,8.4596,25.678,299.18,24,56,1.91,SS,1704219714
324,nyandoma,61.669,40.1991,240.37,100,36,1.27,RU,1704219714
325,verkhnyaya sinyachikha,57.976,61.6673,246.0,98,89,1.72,RU,1704219715
326,posto fiscal rolim de moura,-13.0833,-62.2667,306.98,45,96,1.26,BR,1704219715
327,hermanus,-34.4187,19.2345,294.15,71,100,5.51,ZA,1704219715
328,santa fe de antioquia,6.5569,-75.8281,305.83,48,78,0.55,CO,1704219715
329,tromso,69.6496,18.957,264.16,67,0,6.69,NO,1704219715
330,muynoq,43.7683,59.0214,274.37,73,78,4.29,UZ,1704219715
331,tual,-5.6667,132.75,301.84,75,68,1.92,ID,1704219716
332,tumayr,25.7039,45.868,292.33,56,42,3.75,SA,1704219716
333,pacific grove,36.6177,-121.9166,287.27,84,0,2.24,US,1704219716
334,floro,61.5996,5.0328,275.13,48,0,12.35,NO,1704219716
335,yamba,-5.9,22.3,295.18,97,97,1.52,CD,1704219716
336,san jose,37.3394,-121.895,288.02,78,100,6.17,US,1704219048
337,zouerate,22.7187,-12.4521,296.97,12,70,4.02,MR,1704219716
338,mitchell,43.7094,-98.0298,274.14,75,0,4.12,US,1704219464
339,bouafle,6.9904,-5.7442,304.16,33,39,1.66,CI,1704219717
340,harper,4.375,-7.7169,301.01,74,45,3.8,LR,1704219717
341,ponta delgada,37.7333,-25.6667,291.59,77,20,2.57,PT,1704219717
342,riviere-du-loup,47.8304,-69.5342,270.64,80,77,5.14,CA,1704219571
343,xinghua,32.9392,119.8342,276.77,82,100,3.81,CN,1704219717
344,verdal,63.7933,11.4817,266.17,87,5,3.71,NO,1704219717
345,port hedland,-20.3167,118.5667,300.18,78,0,5.66,AU,1704219717
346,yanqul,23.5905,56.5501,291.52,54,0,2.97,OM,1704219717
347,nelson bay,-32.7167,152.15,294.82,94,89,2.68,AU,1704219718
348,beyneu,45.3167,55.2,274.39,70,83,5.87,KZ,1704219718
349,tamanrasset,22.785,5.5228,291.1,15,0,3.09,DZ,1704219718
350,nizhniye vyazovyye,55.7988,48.5248,247.4,97,93,2.68,RU,1704219718
351,bodden town,19.2833,-81.25,298.15,69,75,5.66,KY,1704219718
352,peskovka,59.0448,52.3606,238.67,100,49,1.27,RU,1704219718
353,katsuren-haebaru,26.3369,127.8719,289.16,82,75,2.57,JP,1704219719
354,aberdeen,57.1437,-2.0981,280.42,95,100,3.09,GB,1704219055
355,taunggyi,20.7833,97.0333,282.59,67,3,0.73,MM,1704219719
356,freetown,8.484,-13.2299,302.99,54,51,3.09,SL,1704219719
357,lashio,22.9333,97.75,283.58,88,0,0.82,MM,1704219719
358,montevideo,-34.8335,-56.1674,299.16,61,20,9.77,UY,1704219603
359,boguchany,58.3814,97.4531,261.96,95,100,1.79,RU,1704219719
360,koryazhma,61.3143,47.1691,239.21,100,30,0.7,RU,1704219719
361,prairie du chien,43.0517,-91.1412,273.77,86,100,3.6,US,1704219720
362,batang,-6.4846,110.7083,300.12,84,99,1.43,ID,1704219720
363,northam,51.0333,-4.2167,283.85,90,64,12.58,GB,1704219720
364,shingu,33.7333,135.9833,279.01,72,7,2.5,JP,1704219720
365,fort bragg,35.139,-79.006,283.66,46,0,4.12,US,1704219720
366,galesong,-5.3166,119.3661,298.16,83,97,1.56,ID,1704219720
367,gwadar,25.1216,62.3254,296.96,69,0,3.76,PK,1704219721
368,perry,37.2506,-83.1999,279.25,57,41,0.89,US,1704219721
369,illizi,26.4833,8.4667,291.04,20,18,3.78,DZ,1704219721
370,ngama,11.7833,17.1667,300.44,14,63,4.35,TD,1704219721
371,cacheu,12.2706,-16.1658,305.2,36,80,4.02,GW,1704219721
372,augusto correa,-1.0217,-46.635,300.65,84,98,2.14,BR,1704219722
373,pisco,-13.7,-76.2167,300.18,61,0,6.17,PE,1704219722
374,punta del este,-34.9667,-54.95,299.21,79,20,7.72,UY,1704219722
375,kununurra,-15.7667,128.7333,302.14,89,100,3.6,AU,1704219722
376,jarna,48.212,12.0567,283.01,86,100,8.34,DE,1704219723
377,fort wayne,41.1306,-85.1289,272.61,83,100,8.23,US,1704219445
378,nadi,-17.8,177.4167,298.15,83,40,2.57,FJ,1704219724
379,tshabong,-26.05,22.45,305.91,18,3,3.42,BW,1704219724
380,salinas,36.6777,-121.6555,287.49,83,0,2.06,US,1704219447
381,bikenibeu village,1.3673,173.1241,301.13,94,75,3.6,KI,1704219724
382,sao felix do xingu,-6.6447,-51.995,295.77,99,100,0.8,BR,1704219724
383,touros,-5.1989,-35.4608,302.7,64,51,4.45,BR,1704219725
384,tazacorte,28.629,-17.9293,294.69,95,75,3.09,ES,1704219725
385,vorkuta,67.5,64.0,242.02,100,98,3.78,RU,1704219726
386,yuzhno-kurilsk,44.0306,145.8556,274.47,73,97,9.43,RU,1704219727
387,ta`u,-14.2336,-169.5144,300.71,74,19,3.49,AS,1704219727
388,pico truncado,-46.7949,-67.9573,301.86,16,76,2.04,AR,1704219728
389,fort mcmurray,56.7268,-111.381,259.92,78,100,1.54,CA,1704219728
390,tanjung pandan,-2.75,107.65,299.48,86,100,2.95,ID,1704219728
391,olovyannaya,50.95,115.5667,250.7,96,26,1.48,RU,1704219729
392,kampene,-3.6,26.6667,294.11,99,100,0.81,CD,1704219729
393,paso de los toros,-32.8167,-56.5167,301.15,49,29,5.16,UY,1704219730
394,verkhnevilyuysk,63.4453,120.3167,246.56,100,100,0.84,RU,1704219730
395,mount isa,-20.7333,139.5,301.02,65,6,3.6,AU,1704219731
396,tokar,18.4254,37.729,298.13,71,84,5.15,SD,1704219731
397,san andres,12.5847,-81.7006,303.16,70,40,6.69,CO,1704219732
398,revelstoke,50.9832,-118.2023,274.16,93,100,0.0,CA,1704219735
399,kapa'a,22.0752,-159.319,297.33,83,40,6.17,US,1704219739
400,codrington,-38.2667,141.9667,290.25,95,90,2.52,AU,1704219740
401,hadibu,12.65,54.0333,296.96,72,73,5.14,YE,1704219741
402,winslow,35.0242,-110.6974,276.25,56,0,0.0,US,1704219741
403,vorgashor,67.5833,63.95,242.27,100,98,3.83,RU,1704219742
404,ancud,-41.8697,-73.8203,290.37,75,21,4.68,CL,1704219742
405,lazaro cardenas,17.9583,-102.2,301.45,41,92,1.74,MX,1704219660
406,nuuk,64.1835,-51.7216,272.49,55,75,1.54,GL,1704219743
407,nabire,-3.3667,135.4833,297.65,92,99,1.38,ID,1704219744
408,horta,38.5333,-28.6333,289.95,74,40,6.17,PT,1704219745
409,laojunmiao,39.8333,97.7333,269.08,20,6,1.62,CN,1704219745
410,walvis bay,-22.9575,14.5053,295.68,64,0,4.63,NA,1704219746
411,olyokminsk,60.3736,120.4264,245.86,100,92,1.3,RU,1704219746
412,ar ruways,24.1103,52.7306,294.54,65,0,4.14,AE,1704219746
413,fortaleza,-3.7227,-38.5247,303.75,79,20,5.14,BR,1704219577
414,altai,46.3722,96.2583,263.0,42,24,3.64,MN,1704219747
415,carahue,-38.7,-73.1667,298.13,36,4,4.1,CL,1704219472
416,bandar-e genaveh,29.5791,50.517,292.34,55,20,4.46,IR,1704219748
417,barcelos,41.5388,-8.6151,289.77,99,100,5.92,PT,1704219748
418,umm kaddadah,13.6017,26.6876,292.89,19,53,5.74,SD,1704219749
419,quezon,7.7303,125.0989,295.56,92,84,1.25,PH,1704219750
420,iranshahr,27.2025,60.6848,289.34,41,0,0.0,IR,1704219750
421,mamou,10.5,-12.0,302.2,16,91,1.73,GN,1704219750
422,greymouth,-42.4667,171.2,285.69,86,80,1.45,NZ,1704219751
423,angra do heroismo,38.65,-27.2167,290.99,71,20,3.13,PT,1704219751
424,san angelo,31.4638,-100.437,276.78,93,100,2.06,US,1704219751
425,mahina,-17.5065,-149.489,299.02,73,100,0.51,PF,1704219751
426,acarau,-2.8856,-40.12,303.13,64,29,6.12,BR,1704219752
427,smara,26.7384,-11.6719,296.96,12,0,2.37,EH,1704219752
428,torghay,49.6339,63.4981,265.48,88,82,2.42,KZ,1704219752
429,al hazm,16.1641,44.7769,293.93,34,13,1.61,YE,1704219753
430,vilyuysk,63.7553,121.6247,245.96,99,100,1.66,RU,1704219753
431,berdigestyakh,62.0989,126.6992,249.9,99,100,0.7,RU,1704219753
432,znamenskoye,57.1281,73.8282,254.03,95,100,4.0,RU,1704219754
433,trzcianka,53.0406,16.4563,277.39,93,100,5.5,PL,1704219754
434,yelizovo,53.1873,158.3805,258.04,59,0,4.02,RU,1704219754
435,mezhdurechensk,53.6942,88.0603,273.14,94,100,6.41,RU,1704219755
436,daday,41.4787,33.4667,279.82,91,100,2.21,TR,1704219755
437,mildura,-34.2,142.15,294.3,82,5,4.67,AU,1704219755
438,crane,31.3974,-102.3501,282.44,60,73,4.48,US,1704219755
439,nchelenge,-9.3451,28.734,293.84,89,98,0.96,ZM,1704219755
440,badger,64.8,-147.5333,249.82,80,20,0.0,US,1704219756
441,manismata,-2.4667,111.0333,296.88,99,100,1.33,ID,1704219756
442,khanpur,28.6453,70.6567,287.73,21,5,2.79,PK,1704219756
443,paranaiba,-19.6772,-51.1908,306.67,39,76,3.26,BR,1704219756
444,bata,1.8639,9.7658,300.62,77,57,1.95,GQ,1704219756
445,san julian,21.0167,-102.1667,291.79,26,86,3.7,MX,1704219756
446,fale old settlement,-9.3852,-171.2468,302.09,75,80,5.15,TK,1704219757
447,nagqu,31.5,92.0,261.17,58,97,1.37,CN,1704219757
448,formosa do rio preto,-11.0483,-45.1931,302.64,57,95,2.7,BR,1704219757
449,whistler,50.1164,-122.9695,274.57,100,100,1.03,CA,1704219757
450,jimani,18.4917,-71.8502,303.09,46,7,0.81,DO,1704219757
451,coronel suarez,-37.4547,-61.9334,300.98,30,57,3.83,AR,1704219758
452,selfoss,63.9331,-20.9971,273.0,87,45,4.06,IS,1704219758
453,kingston,17.997,-76.7936,302.68,70,20,4.63,JM,1704219758
454,taroa,8.7058,171.2275,300.6,73,80,9.69,MH,1704219758
455,turkestan,43.3333,68.25,273.38,73,20,1.74,KZ,1704219759
456,cassia,-20.5831,-46.9219,301.06,61,77,2.78,BR,1704219759
457,lata,40.1629,-8.3327,289.3,97,100,4.19,PT,1704219759
458,kojetin,49.3518,17.3021,278.21,86,100,5.93,CZ,1704219759
459,godda,24.8333,87.2167,287.09,49,0,0.85,IN,1704219759
460,tralee,52.2704,-9.7026,282.29,87,75,5.14,IE,1704219759
461,clemencia,10.5665,-75.325,304.8,68,80,5.81,CO,1704219759
462,gazli,40.1333,63.45,276.84,71,94,4.69,UZ,1704219760
463,anantapur,14.6833,77.6,295.18,69,40,4.84,IN,1704219674
464,kibungo,-2.1597,30.5427,292.66,93,94,1.6,RW,1704219760
465,kindu,-2.95,25.95,294.72,99,100,1.16,CD,1704219760
466,mao,39.8885,4.2658,288.46,88,40,8.23,ES,1704219760
467,pulsano,40.3821,17.3564,286.21,75,0,1.54,IT,1704219761
468,natchez,31.5604,-91.4032,284.4,43,0,1.54,US,1704219761
469,cadale,2.7603,46.3222,299.42,73,67,9.07,SO,1704219761
470,koundara,12.4833,-13.3,307.63,15,48,1.88,GN,1704219761
471,urangan,-25.3,152.9,296.04,96,39,2.24,AU,1704219761
472,arcoverde,-8.4189,-37.0539,299.93,64,72,2.62,BR,1704219761
473,deyang,31.1302,104.382,282.06,60,72,1.53,CN,1704219762
474,yeniseysk,58.4497,92.1703,266.45,97,100,1.34,RU,1704219762
475,manacapuru,-3.2997,-60.6206,304.83,57,93,2.31,BR,1704219762
476,galliano,29.4422,-90.2992,286.15,67,0,3.6,US,1704219762
477,gradiska,45.1411,17.25,274.29,74,86,3.04,BA,1704219762
478,odienne,9.51,-7.5692,304.06,12,19,2.07,CI,1704219762
479,buon ma thuot,12.6667,108.05,292.37,89,70,2.75,VN,1704219762
480,kattivakkam,13.2167,80.3167,297.2,72,95,4.18,IN,1704219763
481,namp'o,38.7375,125.4078,272.52,95,100,1.38,KP,1704219763
482,dwarka,22.2394,68.9678,295.34,42,0,4.38,IN,1704219763
483,iwaki,37.05,140.8833,276.91,65,27,3.13,JP,1704219763
484,okha,53.5739,142.9478,248.07,100,100,2.68,RU,1704219763
485,colonia,50.9333,6.95,285.4,84,75,6.17,DE,1704219763
486,pangody,65.85,74.4859,240.09,96,7,3.63,RU,1704219764
487,colonia menno,-22.3667,-59.8167,303.56,63,100,4.38,PY,1704219764
488,broken hill,-31.95,141.4333,295.73,61,36,1.95,AU,1704219764
489,island harbour,50.724,-1.2758,285.19,84,79,5.81,GB,1704219764
490,edd,13.9297,41.6925,300.33,66,67,5.31,ER,1704219764
491,sitka,57.0531,-135.33,280.09,76,100,1.54,US,1704219765
492,kostomuksha,64.571,30.5767,247.06,99,93,0.89,RU,1704219765
493,ullal,12.8,74.85,300.68,78,75,1.54,IN,1704219765
494,nakamura,32.9833,132.9333,279.85,74,37,1.13,JP,1704219765
495,santa helena,-2.2311,-45.3,300.24,84,100,1.08,BR,1704219765
496,tupiza,-21.45,-65.7167,297.24,38,12,9.14,BO,1704219765
497,antofagasta,-23.65,-70.4,294.75,66,24,4.3,CL,1704219504
498,sarikei,2.1167,111.5167,296.97,99,100,1.0,MY,1704219766
499,hakui,36.8833,136.7833,279.09,76,82,4.19,JP,1704219767
500,banjarmasin,-3.3244,114.591,298.23,97,100,1.76,ID,1704219767
501,karratha,-20.7377,116.8463,300.59,70,0,7.01,AU,1704219767
502,hotan,37.0997,79.9269,270.99,47,74,1.29,CN,1704219767
503,kurumkan,54.3,110.3,254.89,89,66,2.24,RU,1704219767
504,yatou,37.15,122.3833,272.06,86,96,2.31,CN,1704219767
505,santa flavia,38.085,13.5351,286.36,81,1,0.47,IT,1704219767
506,moengo,5.6167,-54.4,306.32,41,74,4.13,SR,1704219773
507,belvedere marittimo,39.6179,15.8617,285.99,78,48,2.02,IT,1704219773
508,imperia,43.9667,7.7833,283.12,70,100,3.83,IT,1704219773
509,vadso,70.0744,29.7487,258.24,78,40,7.2,NO,1704219773
510,usogorsk,63.4106,48.6872,239.63,99,14,0.56,RU,1704219773
511,ma'rib,15.4591,45.3253,293.49,34,50,1.77,YE,1704219773
512,korla,41.7597,86.1469,266.88,77,42,0.81,CN,1704219773
513,erenhot,43.6475,111.9767,260.46,83,5,3.86,CN,1704219774
514,salalah,17.0151,54.0924,298.2,78,20,1.54,OM,1704219774
515,ambodifotatra,-16.9833,49.85,301.71,76,99,7.12,MG,1704219774
516,labrador city,52.9463,-66.9114,265.1,73,100,5.14,CA,1704219774
517,catriel,-37.8791,-67.7956,307.04,20,16,2.6,AR,1704219774
518,aasiaat,68.7098,-52.8699,258.52,82,100,4.48,GL,1704219775
519,ad dilam,23.9915,47.1627,293.38,55,0,4.55,SA,1704219775
520,chibougamau,49.9168,-74.3659,268.94,86,100,5.66,CA,1704219775
521,bereznik,62.8551,42.7072,238.71,100,10,0.55,RU,1704219683
522,wanganui,-39.9333,175.05,287.37,99,100,0.89,NZ,1704219775
523,mansa,29.9833,75.3833,282.68,34,41,0.08,IN,1704219775
524,sittwe,20.15,92.9,292.78,87,25,3.86,MM,1704219775
525,kingsville,27.5159,-97.8561,293.13,82,100,5.14,US,1704219664
526,fredericksburg,38.3032,-77.4605,281.77,52,0,5.14,US,1704219775
527,bu'aale,1.0833,42.5833,299.36,71,32,4.69,SO,1704219776
528,ravar,31.2656,56.8055,282.99,53,3,0.81,IR,1704219776
529,francistown,-21.17,27.5079,296.52,60,66,6.64,BW,1704219776
530,suva,-18.1416,178.4415,297.86,94,40,0.0,FJ,1704219731
531,polyarnyy,69.1989,33.4478,256.76,76,100,9.78,RU,1704219776
532,trairi,-3.2778,-39.2689,303.28,62,25,4.53,BR,1704219567
533,cole harbour,44.6724,-63.4751,273.11,78,14,2.24,CA,1704219776
534,mana,5.6592,-53.7767,302.32,63,62,5.22,GF,1704219777
535,iskateley,67.6803,53.1512,258.39,94,100,7.33,RU,1704219777
536,menomonie,44.8755,-91.9193,272.19,93,100,0.0,US,1704219777
537,mil'kovo,55.6078,37.7956,253.9,91,80,5.02,RU,1704219777
538,glace bay,46.1969,-59.957,270.55,78,65,4.92,CA,1704219777
539,ribadesella,43.4614,-5.0596,287.56,93,100,6.09,ES,1704219777
540,gracemere,-23.4333,150.45,296.1,88,40,0.0,AU,1704219777
541,rodolfo sanchez taboada,31.7167,-116.5667,288.76,57,27,0.45,MX,1704219777
542,ujae,8.9322,165.7642,300.74,76,71,9.13,MH,1704219778
543,rome,34.257,-85.1647,283.08,52,0,2.57,US,1704219694
544,usinsk,65.9939,57.5281,246.08,100,97,3.42,RU,1704219778
